ReferenceDate,BookCode,CategoryCode,AverageRating,CountRating,idReadingFact,RankingNumber,RankingVolume
201309,9788598078397,4,0.00,0,139,1,5441
201106,9788598078397,4,0.00,0,140,13,1301
201305,9788598078397,4,0.00,0,141,15,2009
201405,9788598078397,4,0.00,0,142,17,1510
201307,9788598078397,4,0.00,0,143,7,4454
201101,9788598078397,4,0.00,0,144,3,3905
201111,9788598078397,4,0.00,0,145,14,1323
201107,9788598078397,4,0.00,0,146,8,2089
201102,9788598078397,4,0.00,0,147,3,2968
201112,9788598078397,4,0.00,0,148,8,4016
201201,9788598078397,4,0.00,0,149,12,1467
201103,9788598078397,4,0.00,0,150,6,2272
201202,9788598078397,4,0.00,0,151,8,1681
201301,9788598078397,4,0.00,0,152,16,2318
201311,9788598078397,4,0.00,0,153,8,3999
201009,9788598078397,4,0.00,0,154,12,3835
201206,9788598078397,4,0.00,0,155,17,1415
201009,9788598078397,4,0.00,0,156,2,3835
201207,9788598078397,4,0.00,0,157,13,2659
201108,9788598078397,4,0.00,0,158,6,2833
201308,9788598078397,4,0.00,0,159,3,4616
201104,9788598078397,4,0.00,0,160,16,886
201404,9788598078397,4,0.00,0,161,11,3533
201208,9788598078397,4,0.00,0,162,16,1248
201403,9788598078397,4,0.00,0,163,7,4155
201109,9788598078397,4,0.00,0,164,9,2282
201204,9788598078397,4,0.00,0,165,16,1026
201203,9788598078397,4,0.00,0,166,13,1170
201306,9788598078397,4,0.00,0,167,12,2771
201304,9788598078397,4,0.00,0,168,10,1533
201401,9788598078397,4,0.00,0,169,7,7121
201310,9788598078397,4,0.00,0,170,5,5833
201402,9788598078397,4,0.00,0,171,4,4885
201010,9788598078397,4,0.00,0,172,4,4569
201302,9788598078397,4,0.00,0,173,9,1942
201011,9788598078397,4,0.00,0,174,11,2201
201406,9788598078175,4,0.00,0,175,4,10815
201405,9788598078175,1,0.00,0,176,10,11425
201410,9788598078175,1,0.00,0,177,9,3774
201310,9788598078175,1,0.00,0,178,19,1914
201404,9788598078175,1,0.00,0,179,6,14354
201402,9788598078175,1,0.00,0,180,3,21145
201405,9788598078175,1,0.00,0,181,2,11425
201312,9788598078175,1,0.00,0,182,14,6588
201107,9788598078175,1,0.00,0,183,17,1994
201404,9788598078175,1,0.00,0,184,2,14354
201409,9788598078175,1,0.00,0,185,7,4890
201403,9788598078175,1,0.00,0,186,4,17685
201412,9788598078175,1,0.00,0,187,9,7762
201407,9788598078175,1,0.00,0,188,12,12085
201501,9788598078175,1,0.00,0,189,10,3759
201408,9788598078175,1,0.00,0,190,17,7013
201402,9788598078175,1,0.00,0,191,2,21145
201408,9788598078175,1,0.00,0,192,7,7013
201407,9788598078175,1,0.00,0,193,6,12085
201108,9788598078175,1,0.00,0,194,19,1009
201403,9788598078175,1,0.00,0,195,2,17685
201411,9788598078175,1,0.00,0,196,13,2863
201406,9788598078175,1,0.00,0,197,9,10815
201401,9788598078175,1,0.00,0,198,18,12801
201009,9788598078175,1,0.00,0,199,19,696
201401,9788598078175,1,0.00,0,200,8,12801
201502,9788598078175,1,0.00,0,201,9,3686
201807,9788595810341,1,0.00,0,202,16,2406
201808,9788595810341,1,0.00,0,203,18,2949
201809,9788595083653,1,0.00,0,204,15,1960
201902,9788595083271,1,0.00,0,205,5,5909
201903,9788595083271,1,0.00,0,206,5,8567
201812,9788595083271,1,0.00,0,207,8,3142
201903,9788595083271,5,0.00,0,208,9,8567
201902,9788595083271,5,0.00,0,209,16,5909
201901,9788595083271,5,0.00,0,210,6,4785
201808,9788595083066,5,0.00,0,211,14,2581
201810,9788595083066,5,0.00,0,212,17,1513
201806,9788595083066,5,0.00,0,213,11,2999
201807,9788595083066,5,0.00,0,214,9,3553
201903,9788595081512,5,0.00,0,215,19,899
201709,9788595081505,5,0.00,0,216,11,2607
201708,9788595081505,5,0.00,0,217,15,1334
201710,9788595081505,5,0.00,0,218,18,1267
201706,9788595080461,5,0.00,0,219,10,2891
201704,9788595080461,5,0.00,0,220,5,3251
201705,9788595080461,5,0.00,0,221,10,2623
201707,9788595080461,5,0.00,0,222,16,1544
201709,9788594550316,5,0.00,0,223,18,1093
201704,9788594540270,5,0.00,0,224,14,1708
201611,9788594540164,5,0.00,0,225,9,3239
201610,9788594540164,5,0.00,0,226,14,1661
201806,9788593828621,5,0.00,0,227,11,2374
201807,9788593828621,5,0.00,0,228,14,2246
201709,9788593828126,5,0.00,0,229,12,2055
201903,9788593156823,5,0.00,0,230,5,6513
201902,9788593156823,5,0.00,0,231,12,2327
201903,9788593156823,2,0.00,0,232,16,6513
201901,9788593156724,2,0.00,0,233,7,2603
201812,9788593156724,2,0.00,0,234,9,3021
201903,9788593156724,2,0.00,0,235,18,2267
201811,9788593156724,2,0.00,0,236,13,3249
201811,9788593156663,2,0.00,0,237,4,13448
201810,9788593156663,2,0.00,0,238,4,11421
201810,9788593156663,5,0.00,0,239,8,11421
201811,9788593156663,5,0.00,0,240,7,13448
201805,9788593156533,5,0.00,0,241,6,3048
201903,9788593156526,5,0.00,0,242,14,2476
201802,9788593156342,5,0.00,0,243,13,2291
201712,9788593156335,5,0.00,0,244,15,1743
201711,9788593156335,5,0.00,0,245,9,2313
201712,9788593156304,5,0.00,0,246,19,2920
201806,9788593156281,5,0.00,0,247,4,12009
201712,9788593156281,5,0.00,0,248,11,5559
201806,9788593156281,2,0.00,0,249,10,12009
201804,9788593156281,2,0.00,0,250,9,5637
201710,9788593156243,2,0.00,0,251,9,2594
201711,9788593156243,2,0.00,0,252,8,2756
201712,9788593156243,2,0.00,0,253,5,5788
201705,9788593156182,2,0.00,0,254,14,2082
201705,9788589987332,2,0.00,0,255,19,725
201304,9788589829311,2,0.00,0,256,17,1223
201303,9788589239844,2,5.00,4,257,13,1335
201209,9788589239844,2,5.00,4,258,18,745
201301,9788589239844,2,5.00,4,259,15,2541
201206,9788589239844,2,5.00,4,260,19,540
201212,9788589239844,2,5.00,4,261,14,3456
201302,9788589239844,2,5.00,4,262,11,1775
201302,9788589239394,2,0.00,0,263,19,570
201209,9788588329720,2,0.00,0,264,4,2988
201312,9788588329720,2,0.00,0,265,14,856
201205,9788586889981,2,0.00,0,266,18,1091
201608,9788586307676,2,0.00,0,267,13,2930
201609,9788586307676,2,0.00,0,268,15,2947
201607,9788586307676,2,0.00,0,269,4,8335
201606,9788586307676,2,0.00,0,270,15,2416
201105,9788586307447,2,0.00,0,271,19,1274
201306,9788586234019,2,0.00,0,272,19,488
201302,9788586234019,2,0.00,0,273,14,633
201307,9788586234019,2,0.00,0,274,10,1099
201301,9788586234019,2,0.00,0,275,18,664
201311,9788586234019,2,0.00,0,276,15,465
201606,9788584680405,2,0.00,0,277,17,1653
201607,9788584680405,2,0.00,0,278,19,1695
201704,9788584421992,2,0.00,0,279,13,1790
201704,9788584421763,2,0.00,0,280,14,1953
201707,9788584421763,2,0.00,0,281,15,1423
201710,9788584421763,2,0.00,0,282,16,783
201801,9788584421763,2,0.00,0,283,11,3589
201803,9788584421763,2,0.00,0,284,15,3270
201706,9788584421763,2,0.00,0,285,15,3067
201712,9788584421763,2,0.00,0,286,14,4436
201805,9788584421763,2,0.00,0,287,18,1708
201708,9788584421763,2,0.00,0,288,15,2287
201802,9788584421763,2,0.00,0,289,12,2370
201804,9788584421763,2,0.00,0,290,16,2483
201901,9788584391264,2,0.00,0,291,19,1244
201810,9788584391264,2,0.00,0,292,3,6174
201809,9788584391264,2,0.00,0,293,13,2189
201811,9788584391264,2,0.00,0,294,13,2576
201710,9788584390847,2,0.00,0,295,10,2159
201711,9788584390847,2,0.00,0,296,17,1409
201709,9788584390847,2,0.00,0,297,9,4329
201712,9788584390847,2,0.00,0,298,18,2957
201709,9788584390816,2,0.00,0,299,15,1698
201806,9788584390816,2,0.00,0,300,16,2869
201805,9788584390816,2,0.00,0,301,17,2848
201804,9788584390816,2,0.00,0,302,12,5022
201802,9788584390816,2,0.00,0,303,8,6611
201710,9788584390816,2,0.00,0,304,7,4119
201801,9788584390816,2,0.00,0,305,8,6096
201711,9788584390816,2,0.00,0,306,10,3357
201803,9788584390816,2,0.00,0,307,8,11047
201712,9788584390816,2,0.00,0,308,7,11872
201611,9788584390373,2,0.00,0,309,9,4614
201610,9788584390373,2,0.00,0,310,7,5415
201609,9788584390373,2,0.00,0,311,12,3131
201612,9788584390373,2,0.00,0,312,12,6111
201701,9788584390342,2,0.00,0,313,7,4596
201609,9788584390342,3,0.00,0,314,2,31547
201611,9788584390342,3,0.00,0,315,15,7266
201610,9788584390342,3,0.00,0,316,3,14802
201611,9788584390342,3,0.00,0,317,3,7266
201609,9788584390342,3,0.00,0,318,1,31547
201610,9788584390342,3,0.00,0,319,1,14802
201612,9788584390342,3,0.00,0,320,6,9847
201606,9788584390250,3,0.00,0,321,9,4025
201604,9788584390205,3,0.00,0,322,16,2243
201608,9788584390175,3,0.00,0,323,10,4181
201606,9788584390175,1,0.00,0,324,13,9888
201605,9788584390175,1,0.00,0,325,10,13462
201607,9788584390175,1,0.00,0,326,7,9381
201604,9788584390175,1,0.00,0,327,6,21448
201606,9788584390175,1,0.00,0,328,4,9888
201605,9788584390175,1,0.00,0,329,3,13462
201604,9788584390175,1,0.00,0,330,3,21448
201509,9788584390069,1,0.00,0,331,12,2551
201508,9788584390069,1,0.00,0,332,14,1640
201510,9788584390007,1,0.00,0,333,14,2333
201511,9788584390007,1,0.00,0,334,15,1495
201612,9788584190461,1,0.00,0,335,16,3118
201411,9788582890868,1,0.00,0,336,16,1556
201709,9788582864104,1,0.00,0,337,19,1075
201708,9788582864104,1,0.00,0,338,14,1412
201707,9788582850510,1,0.00,0,339,16,639
201612,9788582850435,1,0.00,0,340,15,3711
201606,9788582850305,1,0.00,0,341,18,561
201609,9788582850121,1,0.00,0,342,9,1476
201610,9788582850121,1,0.00,0,343,2,2948
201611,9788582850121,1,0.00,0,344,6,1130
201411,9788582850008,1,0.00,0,345,18,531
201410,9788582850008,1,0.00,0,346,7,2016
201812,9788582781555,1,0.00,0,347,8,3775
201903,9788582781524,1,0.00,0,348,19,2167
201805,9788582781234,1,0.00,0,349,8,6000
201811,9788582781067,2,0.00,0,350,11,10186
201804,9788582781067,2,0.00,0,351,4,28238
201803,9788582781067,2,0.00,0,352,2,32461
201806,9788582781067,2,0.00,0,353,3,15566
201803,9788582781067,2,0.00,0,354,2,32461
201805,9788582781067,2,0.00,0,355,3,17341
201807,9788582781067,2,0.00,0,356,3,17428
201807,9788582781067,2,0.00,0,357,4,17428
201810,9788582781067,2,0.00,0,358,4,7290
201812,9788582781067,2,0.00,0,359,10,2738
201808,9788582781067,2,0.00,0,360,3,15147
201806,9788582781067,2,0.00,0,361,5,15566
201808,9788582781067,2,0.00,0,362,9,15147
201804,9788582781067,2,0.00,0,363,2,28238
201811,9788582781067,2,0.00,0,364,3,10186
201809,9788582781067,2,0.00,0,365,19,2175
201810,9788582781067,2,0.00,0,366,19,7290
201805,9788582781067,2,0.00,0,367,4,17341
201705,9788582780947,2,0.00,0,368,1,15630
201707,9788582780947,2,0.00,0,369,1,13500
201703,9788582780947,2,0.00,0,370,1,24174
201711,9788582780947,2,0.00,0,371,2,7822
201801,9788582780947,2,0.00,0,372,6,6923
201705,9788582780947,2,0.00,0,373,1,15630
201706,9788582780947,2,0.00,0,374,1,23530
201803,9788582780947,2,0.00,0,375,10,5806
201710,9788582780947,2,0.00,0,376,16,5735
201709,9788582780947,2,0.00,0,377,2,10564
201711,9788582780947,2,0.00,0,378,8,7822
201712,9788582780947,2,0.00,0,379,9,6568
201709,9788582780947,2,0.00,0,380,5,10564
201708,9788582780947,2,0.00,0,381,2,10327
201706,9788582780947,2,0.00,0,382,1,23530
201704,9788582780947,2,0.00,0,383,1,20306
201802,9788582780947,2,0.00,0,384,8,4390
201708,9788582780947,2,0.00,0,385,5,10327
201704,9788582780947,2,0.00,0,386,1,20306
201707,9788582780947,2,0.00,0,387,1,13500
201710,9788582780947,2,0.00,0,388,6,5735
201703,9788582780947,2,0.00,0,389,1,24174
201512,9788582780312,2,0.00,0,390,16,3001
201601,9788582780190,2,0.00,0,391,16,2254
201512,9788582780190,2,0.00,0,392,12,4652
201510,9788582761380,2,0.00,0,393,17,532
201509,9788582761380,2,0.00,0,394,16,787
201403,9788582760284,2,0.00,0,395,19,368
201807,9788582467541,2,0.00,0,396,6,4185
201810,9788582467541,2,0.00,0,397,18,1894
201808,9788582467541,2,0.00,0,398,18,1912
201806,9788582467473,2,0.00,0,399,15,2689
201812,9788582467473,2,0.00,0,400,12,2716
201809,9788582467473,2,0.00,0,401,10,3316
201810,9788582467473,2,0.00,0,402,11,3529
201811,9788582467473,2,0.00,0,403,12,2199
201901,9788582467473,2,0.00,0,404,11,1836
201807,9788582467473,2,0.00,0,405,5,4902
201808,9788582467473,2,0.00,0,406,5,5156
201902,9788582467473,2,0.00,0,407,17,946
201810,9788582466827,2,0.00,0,408,10,3702
201903,9788582466827,2,0.00,0,409,13,2080
201804,9788582466827,2,0.00,0,410,12,2545
201811,9788582466827,2,0.00,0,411,11,2752
201901,9788582466827,2,0.00,0,412,9,2699
201806,9788582466827,2,0.00,0,413,5,5975
201902,9788582466827,2,0.00,0,414,11,1954
201805,9788582466827,2,0.00,0,415,7,5463
201807,9788582466827,2,0.00,0,416,4,5260
201808,9788582466827,2,0.00,0,417,4,5203
201812,9788582466827,2,0.00,0,418,11,3086
201809,9788582466827,2,0.00,0,419,9,3987
201803,9788582466407,2,0.00,0,420,14,2742
201805,9788582466360,2,0.00,0,421,17,1339
201802,9788582466186,2,0.00,0,422,15,2120
201804,9788582466186,2,0.00,0,423,11,2722
201801,9788582466186,2,0.00,0,424,13,2004
201803,9788582466186,2,0.00,0,425,10,3782
201712,9788582466186,2,0.00,0,426,4,12282
201704,9788582464755,2,0.00,0,427,3,4717
201707,9788582464755,2,0.00,0,428,5,4048
201705,9788582464755,2,0.00,0,429,3,3945
201710,9788582464755,2,0.00,0,430,14,2038
201706,9788582464755,2,0.00,0,431,4,5126
201708,9788582464755,2,0.00,0,432,8,3018
201612,9788582464441,2,0.00,0,433,5,12862
201701,9788582464441,2,0.00,0,434,10,3963
201710,9788582464441,2,0.00,0,435,17,1851
201612,9788582464441,4,0.00,0,436,17,12862
201611,9788582464441,4,0.00,0,437,13,1567
201702,9788582464441,4,0.00,0,438,6,3071
201606,9788582463291,4,0.00,0,439,7,7344
201605,9788582463291,4,0.00,0,440,18,8310
201605,9788582463291,4,0.00,0,441,8,8310
201604,9788582463291,4,0.00,0,442,9,5882
201608,9788582463291,4,0.00,0,443,19,1459
201607,9788582463291,4,0.00,0,444,10,5281
201609,9788582463291,4,0.00,0,445,16,1954
201511,9788582402788,4,0.00,0,446,19,1180
201704,9788582402603,4,0.00,0,447,15,1710
201605,9788582402603,4,0.00,0,448,9,6121
201604,9788582402603,4,0.00,0,449,7,10344
201703,9788582402603,4,0.00,0,450,15,3154
201601,9788582402603,4,0.00,0,451,8,10102
201610,9788582402603,4,0.00,0,452,15,1531
201603,9788582402603,4,0.00,0,453,7,7200
201604,9788582402603,2,0.00,0,454,17,10344
201608,9788582402603,2,0.00,0,455,14,2098
201609,9788582402603,2,0.00,0,456,9,4425
201511,9788582402603,2,0.00,0,457,9,5692
201512,9788582402603,2,0.00,0,458,7,12387
201701,9788582402603,2,0.00,0,459,13,2836
201607,9788582402603,2,0.00,0,460,13,4748
201602,9788582402603,2,0.00,0,461,9,6978
201702,9788582402603,2,0.00,0,462,14,2013
201612,9788582402603,2,0.00,0,463,15,4596
201606,9788582402603,2,0.00,0,464,8,6462
201508,9788582401927,2,0.00,0,465,18,1159
201503,9788582401767,2,0.00,0,466,12,1135
201501,9788582401545,2,0.00,0,467,11,2732
201412,9788582401545,2,0.00,0,468,7,8807
201411,9788582401545,2,0.00,0,469,14,1953
201311,9788582400586,2,0.00,0,470,16,2120
201702,9788582353998,2,0.00,0,471,16,1630
201612,9788582353998,2,0.00,0,472,7,9962
201701,9788582353998,2,0.00,0,473,6,5275
201610,9788582353998,4,0.00,0,474,8,8199
201610,9788582353998,4,0.00,0,475,3,8199
201611,9788582353998,4,0.00,0,476,6,4914
201609,9788582353998,4,0.00,0,477,6,7285
201509,9788582353110,4,0.00,0,478,3,12609
201512,9788582353110,4,0.00,0,479,9,11880
201509,9788582353110,4,0.00,0,480,9,12609
201501,9788582352076,4,0.00,0,481,17,1569
201411,9788582352076,4,0.00,0,482,5,3874
201412,9788582352076,4,0.00,0,483,16,2401
201502,9788582352076,4,0.00,0,484,17,1256
201303,9788582350133,4,0.00,0,485,15,1118
201301,9788582350133,4,0.00,0,486,17,2037
201212,9788582350133,4,0.00,0,487,16,3342
201302,9788582350133,4,0.00,0,488,13,1444
201505,9788582350102,4,0.00,0,489,6,14154
201807,9788582350102,4,0.00,0,490,11,3409
201702,9788582350102,4,0.00,0,491,16,1083
201505,9788582350102,3,0.00,0,492,9,14154
201605,9788582302422,3,0.00,0,493,9,3512
201604,9788582302422,3,0.00,0,494,5,7045
201705,9788581743547,3,0.00,0,495,16,654
201608,9788581743288,3,0.00,0,496,8,4906
201609,9788581743288,3,0.00,0,497,19,1271
201607,9788581743288,3,0.00,0,498,11,5317
201408,9788581741826,3,0.00,0,499,14,1667
201512,9788581637495,3,0.00,0,500,16,2438
201509,9788581637495,3,0.00,0,501,14,2286
201508,9788581637495,3,0.00,0,502,15,1571
201511,9788581637495,3,0.00,0,503,17,1461
201411,9788581635958,3,0.00,0,504,15,1607
201410,9788581635675,3,0.00,0,505,3,15625
201506,9788581635675,3,0.00,0,506,4,7106
201501,9788581635675,1,0.00,0,507,5,15137
201412,9788581635675,1,0.00,0,508,7,29876
201411,9788581635675,1,0.00,0,509,6,14645
201501,9788581635675,1,0.00,0,510,2,15137
201503,9788581635675,1,0.00,0,511,6,9325
201412,9788581635675,1,0.00,0,512,4,29876
201507,9788581635675,1,0.00,0,513,9,3462
201411,9788581635675,1,0.00,0,514,3,14645
201505,9788581635675,1,0.00,0,515,4,7871
201502,9788581635675,1,0.00,0,516,3,12543
201504,9788581635675,1,0.00,0,517,2,8479
201410,9788581635675,1,0.00,0,518,10,15625
201407,9788581635064,1,0.00,0,519,15,3020
201405,9788581634210,1,0.00,0,520,12,2804
201402,9788581633640,1,0.00,0,521,19,1203
201403,9788581632520,1,0.00,0,522,9,4900
201307,9788581632216,1,0.00,0,523,14,4920
201312,9788581630465,1,0.00,0,524,18,2394
201307,9788581630465,1,0.00,0,525,11,2942
201403,9788581630465,1,0.00,0,526,19,633
201306,9788581630465,1,0.00,0,527,14,999
201401,9788581630465,1,0.00,0,528,15,1787
201402,9788581630465,1,0.00,0,529,16,970
201310,9788581630465,1,0.00,0,530,18,978
201405,9788581630359,1,0.00,0,531,14,2183
201207,9788581630182,1,0.00,0,532,16,5206
201206,9788581630182,1,0.00,0,533,10,6078
201207,9788581630182,1,0.00,0,534,9,5206
201206,9788581630182,1,0.00,0,535,6,6078
201308,9788581630083,1,0.00,0,536,9,4727
201401,9788581630083,1,0.00,0,537,18,2457
201307,9788581630083,1,0.00,0,538,8,3405
201401,9788581630045,1,0.00,0,539,15,5233
201210,9788581630045,1,0.00,0,540,4,12476
201308,9788581630045,1,0.00,0,541,8,5016
201209,9788581630045,1,0.00,0,542,9,3809
201312,9788581630045,1,0.00,0,543,17,3169
201302,9788581630045,1,0.00,0,544,14,4035
201309,9788581630045,1,0.00,0,545,16,2411
201212,9788581630045,1,0.00,0,546,11,12310
201307,9788581630045,1,0.00,0,547,18,3128
201301,9788581630045,1,0.00,0,548,9,3606
201211,9788581630045,1,0.00,0,549,13,6203
201210,9788581630045,1,0.00,0,550,7,12476
201212,9788581630045,1,0.00,0,551,10,12310
201303,9788581630045,1,0.00,0,552,17,3042
201211,9788581630045,1,0.00,0,553,7,6203
201712,9788581370194,1,0.00,0,554,13,2159
201608,9788581370194,1,0.00,0,555,16,1130
201708,9788581370194,1,0.00,0,556,5,3162
201806,9788581370194,1,0.00,0,557,11,2394
201612,9788581370194,1,0.00,0,558,5,2932
201701,9788581370194,1,0.00,0,559,3,2320
201704,9788581370194,1,0.00,0,560,3,3524
201805,9788581370194,1,0.00,0,561,15,1724
201807,9788581370194,1,0.00,0,562,16,1187
201707,9788581370194,1,0.00,0,563,4,3162
201710,9788581370194,1,0.00,0,564,10,2065
201703,9788581370194,1,0.00,0,565,4,4740
201705,9788581370194,1,0.00,0,566,6,2804
201801,9788581370194,1,0.00,0,567,7,2614
201804,9788581370194,1,0.00,0,568,18,1226
201706,9788581370194,1,0.00,0,569,5,3925
201702,9788581370194,1,0.00,0,570,2,2851
201711,9788581370194,1,0.00,0,571,10,2260
201611,9788581370194,1,0.00,0,572,3,1686
201709,9788581370194,1,0.00,0,573,8,3732
201610,9788581370194,1,0.00,0,574,17,528
201809,9788581304069,1,0.00,0,575,7,3426
201810,9788581304069,1,0.00,0,576,15,2690
201401,9788581302089,1,0.00,0,577,14,3481
201402,9788581302089,1,0.00,0,578,12,2391
