id,idGoogle,Seller,Price,Rating,UploadDate
355,d4DIugEACAAJ,"Magazine Luiza","42,90","Sem avaliação",2019-03-29
356,d4DIugEACAAJ,Pontofrio.com,"37,32","Sem avaliação",2019-03-29
357,d4DIugEACAAJ,"Magazine Luiza","42,90","Sem avaliação",2019-03-29
358,d4DIugEACAAJ,"Magazine Luiza","46,90","Sem avaliação",2019-03-29
359,d4DIugEACAAJ,Amazon.com.br,"37,32","Sem avaliação",2019-03-29
360,d4DIugEACAAJ,Extra.com.br,"34,32","Sem avaliação",2019-03-29
361,d4DIugEACAAJ,"Livrarias Curitiba","42,90","Sem avaliação",2019-03-29
362,d4DIugEACAAJ,"Casas Bahia","34,32","Sem avaliação",2019-03-29
363,d4DIugEACAAJ,Walmart,"41,79","Sem avaliação",2019-03-29
364,d4DIugEACAAJ,Shoptime,"32,99","Sem avaliação",2019-03-29
365,d4DIugEACAAJ,"Livraria da Travessa","42,90","Sem avaliação",2019-03-29
366,d4DIugEACAAJ,Walmart,"46,90","Sem avaliação",2019-03-29
367,d4DIugEACAAJ,"OK Magazine ","27,93","Sem avaliação",2019-03-29
368,d4DIugEACAAJ,Carrefour,"42,90","Sem avaliação",2019-03-29
369,d4DIugEACAAJ,Walmart,"31,32","Sem avaliação",2019-03-29
370,d4DIugEACAAJ,Amazon.com.br,"37,32","Sem avaliação",2019-03-29
371,d4DIugEACAAJ,"Mercado Livre","52,90","Sem avaliação",2019-03-29
372,d4DIugEACAAJ,Amazon.com.br,"37,32","Sem avaliação",2019-03-29
373,d4DIugEACAAJ,Walmart,"37,29","Sem avaliação",2019-03-29
374,d4DIugEACAAJ,Americanas.com,"32,99","Sem avaliação",2019-03-29
375,d4DIugEACAAJ,Amazon.com.br,"37,32","Sem avaliação",2019-03-29
376,d4DIugEACAAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
377,d4DIugEACAAJ,"Livraria Saraiva","31,90","Sem avaliação",2019-03-29
378,d4DIugEACAAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
379,d4DIugEACAAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
380,d4DIugEACAAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
381,bapHAQAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
382,bapHAQAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
383,bapHAQAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
384,bapHAQAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
385,bapHAQAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
386,vcISAAAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
387,vcISAAAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
388,vcISAAAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
389,vcISAAAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
390,vcISAAAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
391,svuVcron9FoC,Submarino,"Sem preço","Sem avaliação",2019-03-29
392,svuVcron9FoC,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
393,svuVcron9FoC,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
394,svuVcron9FoC,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
395,svuVcron9FoC,FNAC,"Sem preço","Sem avaliação",2019-03-29
396,svuVcron9FoC,"New Global Publishing","Sem preço","Sem avaliação",2019-03-29
397,bLy2P1e6goQC,"Mercado Livre","28,00","Sem avaliação",2019-03-29
398,bLy2P1e6goQC,Walmart,"23,80","Sem avaliação",2019-03-29
399,bLy2P1e6goQC,"Magazine Luiza","28,00","Sem avaliação",2019-03-29
400,bLy2P1e6goQC,Extra.com.br,"28,00","Sem avaliação",2019-03-29
401,bLy2P1e6goQC,Pontofrio.com,"28,00","Sem avaliação",2019-03-29
402,bLy2P1e6goQC,"Casas Bahia","28,00","Sem avaliação",2019-03-29
403,bLy2P1e6goQC,"Magazine Luiza","28,00","Sem avaliação",2019-03-29
404,bLy2P1e6goQC,"Magazine Luiza","25,20","Sem avaliação",2019-03-29
405,bLy2P1e6goQC,Amazon.com.br,"19,90","Sem avaliação",2019-03-29
406,bLy2P1e6goQC,Submarino,"19,90","Sem avaliação",2019-03-29
407,bLy2P1e6goQC,Shoptime,"19,90","Sem avaliação",2019-03-29
408,bLy2P1e6goQC,Carrefour,"28,00","Sem avaliação",2019-03-29
409,bLy2P1e6goQC,"Mercado Livre","22,98","Sem avaliação",2019-03-29
410,bLy2P1e6goQC,Submarino,"Sem preço","Sem avaliação",2019-03-29
411,bLy2P1e6goQC,"Livraria Saraiva","19,90","Sem avaliação",2019-03-29
412,bLy2P1e6goQC,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
413,bLy2P1e6goQC,"Livraria Cultura","28,00","Sem avaliação",2019-03-29
414,bLy2P1e6goQC,FNAC,"Sem preço","Sem avaliação",2019-03-29
415,JNfBtG2ct00C,Pontofrio.com,"5,99","Sem avaliação",2019-03-29
416,JNfBtG2ct00C,Shoptime,"5,70","Sem avaliação",2019-03-29
417,JNfBtG2ct00C,"Casas Bahia","5,99","Sem avaliação",2019-03-29
418,JNfBtG2ct00C,"Pook Book","5,04","Sem avaliação",2019-03-29
419,JNfBtG2ct00C,Submarino,"5,70","Sem avaliação",2019-03-29
420,JNfBtG2ct00C,Extra.com.br,"5,99","Sem avaliação",2019-03-29
421,JNfBtG2ct00C,Submarino,"Sem preço","Sem avaliação",2019-03-29
422,JNfBtG2ct00C,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
423,JNfBtG2ct00C,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
424,JNfBtG2ct00C,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
425,JNfBtG2ct00C,FNAC,"Sem preço","Sem avaliação",2019-03-29
426,JNfBtG2ct00C,"Globo Livros","Sem preço","Sem avaliação",2019-03-29
427,ztaJDwAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
428,ztaJDwAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
429,ztaJDwAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
430,ztaJDwAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
431,ztaJDwAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
432,St2VU6qgyLcC,Americanas.com,"33,60","Sem avaliação",2019-03-29
433,St2VU6qgyLcC,"Livraria da Travessa","48,00","Sem avaliação",2019-03-29
434,St2VU6qgyLcC,"Magazine Luiza","40,80","Sem avaliação",2019-03-29
435,St2VU6qgyLcC,"Mercado Livre","41,69","Sem avaliação",2019-03-29
436,St2VU6qgyLcC,Amazon.com.br,"35,04","Sem avaliação",2019-03-29
437,St2VU6qgyLcC,"Livrarias Curitiba","50,00","Sem avaliação",2019-03-29
438,St2VU6qgyLcC,Zoom,"40,80","Sem avaliação",2019-03-29
439,St2VU6qgyLcC,Candeia,"40,80","Sem avaliação",2019-03-29
440,St2VU6qgyLcC,"Casas Bahia","48,00","Sem avaliação",2019-03-29
441,St2VU6qgyLcC,Submarino,"33,60","Sem avaliação",2019-03-29
442,St2VU6qgyLcC,"Estante Virtual","43,95","Sem avaliação",2019-03-29
443,St2VU6qgyLcC,Amazon.com.br,"35,04","Sem avaliação",2019-03-29
444,St2VU6qgyLcC,Amazon.com.br,"35,04","Sem avaliação",2019-03-29
445,St2VU6qgyLcC,Walmart,"54,90","Sem avaliação",2019-03-29
446,St2VU6qgyLcC,"Mercado Livre","50,00","Sem avaliação",2019-03-29
447,St2VU6qgyLcC,Extra.com.br,"48,00","Sem avaliação",2019-03-29
448,St2VU6qgyLcC,Pontofrio.com,"48,00","Sem avaliação",2019-03-29
449,St2VU6qgyLcC,Submarino,"Sem preço","Sem avaliação",2019-03-29
450,St2VU6qgyLcC,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
451,St2VU6qgyLcC,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
452,St2VU6qgyLcC,"Livraria Cultura","48,00","Sem avaliação",2019-03-29
453,St2VU6qgyLcC,FNAC,"Sem preço","Sem avaliação",2019-03-29
454,St2VU6qgyLcC,"Editora Pensamento","Sem preço","Sem avaliação",2019-03-29
455,-tenBAAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
456,-tenBAAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
457,-tenBAAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
458,-tenBAAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
459,-tenBAAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
460,hsg6DQAAQBAJ,"Grupo A","76,80","Sem avaliação",2019-03-29
461,hsg6DQAAQBAJ,"Grupo A","76,80","Sem avaliação",2019-03-29
462,hsg6DQAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
463,hsg6DQAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
464,hsg6DQAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
465,hsg6DQAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
466,hsg6DQAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
467,hsg6DQAAQBAJ,"Grupo A","Sem preço","Sem avaliação",2019-03-29
468,lVBgDwAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
469,lVBgDwAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
470,lVBgDwAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
471,lVBgDwAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
472,lVBgDwAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
473,4DhDvgAACAAJ,"Top Livros","19,90","Sem avaliação",2019-03-29
474,4DhDvgAACAAJ,"Livraria da Travessa","19,90","Sem avaliação",2019-03-29
475,4DhDvgAACAAJ,Americanas.com,"16,53","Sem avaliação",2019-03-29
476,4DhDvgAACAAJ,"Mercado Livre","16,91","Sem avaliação",2019-03-29
477,4DhDvgAACAAJ,"Pook Book","15,92","Sem avaliação",2019-03-29
478,4DhDvgAACAAJ,Shoptime,"15,92","Sem avaliação",2019-03-29
479,4DhDvgAACAAJ,"Magazine Luiza","21,90","Sem avaliação",2019-03-29
480,4DhDvgAACAAJ,Pontofrio.com,"19,90","Sem avaliação",2019-03-29
481,4DhDvgAACAAJ,"Livraria Loyola","14,93","Sem avaliação",2019-03-29
482,4DhDvgAACAAJ,"Magazine Luiza","19,90","Sem avaliação",2019-03-29
483,4DhDvgAACAAJ,Amazon.com.br,"16,53","Sem avaliação",2019-03-29
484,4DhDvgAACAAJ,"Mercado Livre","19,90","Sem avaliação",2019-03-29
485,4DhDvgAACAAJ,Carrefour,"19,90","Sem avaliação",2019-03-29
486,4DhDvgAACAAJ,Walmart,"16,92","Sem avaliação",2019-03-29
487,4DhDvgAACAAJ,Submarino,"16,53","Sem avaliação",2019-03-29
488,4DhDvgAACAAJ,Submarino,"15,92","Sem avaliação",2019-03-29
489,4DhDvgAACAAJ,Americanas.com,"15,92","Sem avaliação",2019-03-29
490,4DhDvgAACAAJ,"Magazine Luiza","16,53","Sem avaliação",2019-03-29
491,4DhDvgAACAAJ,Shoptime,"16,53","Sem avaliação",2019-03-29
492,4DhDvgAACAAJ,"Magazine Luiza","17,91","Sem avaliação",2019-03-29
493,4DhDvgAACAAJ,"Livrarias Curitiba","19,90","Sem avaliação",2019-03-29
494,4DhDvgAACAAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
495,4DhDvgAACAAJ,"Livraria Saraiva","18,90","Sem avaliação",2019-03-29
496,4DhDvgAACAAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
497,4DhDvgAACAAJ,"Livraria Cultura","19,90","Sem avaliação",2019-03-29
498,4DhDvgAACAAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
499,Rg8NtwAACAAJ,"Mercado Livre","36,03","Sem avaliação",2019-03-29
500,Rg8NtwAACAAJ,"Livraria da Travessa","41,00","Sem avaliação",2019-03-29
501,Rg8NtwAACAAJ,Americanas.com,"29,90","Sem avaliação",2019-03-29
502,Rg8NtwAACAAJ,"Estante Virtual","41,00","Sem avaliação",2019-03-29
503,Rg8NtwAACAAJ,Submarino,"29,90","Sem avaliação",2019-03-29
504,Rg8NtwAACAAJ,Shoptime,"29,90","Sem avaliação",2019-03-29
505,Rg8NtwAACAAJ,"Mercado Livre","32,80","Sem avaliação",2019-03-29
506,Rg8NtwAACAAJ,"Mercado Livre","33,90","Sem avaliação",2019-03-29
507,Rg8NtwAACAAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
508,Rg8NtwAACAAJ,"Livraria Saraiva","29,90","Sem avaliação",2019-03-29
509,Rg8NtwAACAAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
510,Rg8NtwAACAAJ,"Livraria Cultura","40,00","Sem avaliação",2019-03-29
511,Rg8NtwAACAAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
512,RL257hYLUZgC,Submarino,"Sem preço","Sem avaliação",2019-03-29
513,RL257hYLUZgC,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
514,RL257hYLUZgC,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
515,RL257hYLUZgC,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
516,RL257hYLUZgC,FNAC,"Sem preço","Sem avaliação",2019-03-29
517,9c0mDwAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
518,9c0mDwAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
519,9c0mDwAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
520,9c0mDwAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
521,9c0mDwAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
522,RTtwCgAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
523,RTtwCgAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
524,RTtwCgAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
525,RTtwCgAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
526,RTtwCgAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
527,L4wP5B-d5E0C,Shoptime,"8,64","Sem avaliação",2019-03-29
528,L4wP5B-d5E0C,Americanas.com,"8,64","Sem avaliação",2019-03-29
529,L4wP5B-d5E0C,"Estante Virtual","19,00","Sem avaliação",2019-03-29
530,L4wP5B-d5E0C,Submarino,"8,64","Sem avaliação",2019-03-29
531,L4wP5B-d5E0C,Amazon.com.br,"8,64","Sem avaliação",2019-03-29
532,L4wP5B-d5E0C,Submarino,"Sem preço","Sem avaliação",2019-03-29
533,L4wP5B-d5E0C,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
534,L4wP5B-d5E0C,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
535,L4wP5B-d5E0C,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
536,L4wP5B-d5E0C,FNAC,"Sem preço","Sem avaliação",2019-03-29
537,WxggngEACAAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
538,WxggngEACAAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
539,WxggngEACAAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
540,WxggngEACAAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
541,WxggngEACAAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
542,p2aICgAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
543,p2aICgAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
544,p2aICgAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
545,p2aICgAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
546,p2aICgAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
547,yJS7swEACAAJ,Amazon.com.br,"25,90","Sem avaliação",2019-03-29
548,yJS7swEACAAJ,Shoptime,"25,90","Sem avaliação",2019-03-29
549,yJS7swEACAAJ,"Mercado Livre","34,90","Sem avaliação",2019-03-29
550,yJS7swEACAAJ,"Livraria da Travessa","34,90","Sem avaliação",2019-03-29
551,yJS7swEACAAJ,Americanas.com,"25,90","Sem avaliação",2019-03-29
552,yJS7swEACAAJ,"Casas Bahia","31,41","Sem avaliação",2019-03-29
553,yJS7swEACAAJ,"Livraria Loyola","27,92","Sem avaliação",2019-03-29
554,yJS7swEACAAJ,Submarino,"25,90","Sem avaliação",2019-03-29
555,yJS7swEACAAJ,"Mercado Livre","29,66","Sem avaliação",2019-03-29
556,yJS7swEACAAJ,Walmart,"25,48","Sem avaliação",2019-03-29
557,yJS7swEACAAJ,"Livrarias Curitiba","34,90","Sem avaliação",2019-03-29
558,yJS7swEACAAJ,"Mercado Livre","34,90","Sem avaliação",2019-03-29
559,yJS7swEACAAJ,"Mercado Livre","43,90","Sem avaliação",2019-03-29
560,yJS7swEACAAJ,Extra.com.br,"31,41","Sem avaliação",2019-03-29
561,yJS7swEACAAJ,Walmart,"29,67","Sem avaliação",2019-03-29
562,yJS7swEACAAJ,"Mercado Livre","29,74","Sem avaliação",2019-03-29
563,yJS7swEACAAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
564,yJS7swEACAAJ,"Livraria Saraiva","25,90","Sem avaliação",2019-03-29
565,yJS7swEACAAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
566,yJS7swEACAAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
567,yJS7swEACAAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
568,yzsPvgAACAAJ,Carrefour,"31,00","Sem avaliação",2019-03-29
569,yzsPvgAACAAJ,Americanas.com,"23,17","Sem avaliação",2019-03-29
570,yzsPvgAACAAJ,"Livraria da Travessa","31,00","Sem avaliação",2019-03-29
571,yzsPvgAACAAJ,Walmart,"30,69","Sem avaliação",2019-03-29
572,yzsPvgAACAAJ,"Mercado Livre","22,55","Sem avaliação",2019-03-29
573,yzsPvgAACAAJ,Submarino,"23,17","Sem avaliação",2019-03-29
574,yzsPvgAACAAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
575,yzsPvgAACAAJ,"Livraria Saraiva","14,90","Sem avaliação",2019-03-29
576,yzsPvgAACAAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
577,yzsPvgAACAAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
578,yzsPvgAACAAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
579,nRszDwAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
580,nRszDwAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
581,nRszDwAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
582,nRszDwAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
583,nRszDwAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
584,NGhIAgAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
585,NGhIAgAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
586,NGhIAgAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
587,NGhIAgAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
588,NGhIAgAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
589,jsQxCAAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
590,jsQxCAAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
591,jsQxCAAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
592,jsQxCAAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
593,jsQxCAAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
594,DTEPqyW7pqcC,Submarino,"Sem preço","Sem avaliação",2019-03-29
595,DTEPqyW7pqcC,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
596,DTEPqyW7pqcC,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
597,DTEPqyW7pqcC,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
598,DTEPqyW7pqcC,FNAC,"Sem preço","Sem avaliação",2019-03-29
599,yMMpDwAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
600,yMMpDwAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
601,yMMpDwAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
602,yMMpDwAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
603,yMMpDwAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
604,x8IOP4CIgsIC,Submarino,"Sem preço","Sem avaliação",2019-03-29
605,x8IOP4CIgsIC,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
606,x8IOP4CIgsIC,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
607,x8IOP4CIgsIC,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
608,x8IOP4CIgsIC,FNAC,"Sem preço","Sem avaliação",2019-03-29
609,x8IOP4CIgsIC,"Butterfly Editora","Sem preço","Sem avaliação",2019-03-29
610,qTnwAAAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
611,qTnwAAAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
612,qTnwAAAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
613,qTnwAAAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
614,qTnwAAAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
615,ZsWHDwAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
616,ZsWHDwAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
617,ZsWHDwAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
618,ZsWHDwAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
619,ZsWHDwAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
620,AEJFDwAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
621,AEJFDwAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
622,AEJFDwAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
623,AEJFDwAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
624,AEJFDwAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
625,L6UglgEACAAJ,"Estante Virtual","14,98","Sem avaliação",2019-03-29
626,L6UglgEACAAJ,"Magazine Luiza","39,90","Sem avaliação",2019-03-29
627,L6UglgEACAAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
628,L6UglgEACAAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
629,L6UglgEACAAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
630,L6UglgEACAAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
631,L6UglgEACAAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
632,fKB3CgAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
633,fKB3CgAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
634,fKB3CgAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
635,fKB3CgAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
636,fKB3CgAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
637,ZqruD4JhYLMC,Americanas.com,"61,90","Sem avaliação",2019-03-29
638,ZqruD4JhYLMC,Shoptime,"61,90","Sem avaliação",2019-03-29
639,ZqruD4JhYLMC,Submarino,"61,90","Sem avaliação",2019-03-29
640,ZqruD4JhYLMC,Submarino,"Sem preço","Sem avaliação",2019-03-29
641,ZqruD4JhYLMC,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
642,ZqruD4JhYLMC,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
643,ZqruD4JhYLMC,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
644,ZqruD4JhYLMC,FNAC,"Sem preço","Sem avaliação",2019-03-29
645,ZqruD4JhYLMC,"Editora Barana","Sem preço","Sem avaliação",2019-03-29
646,xPo4sVvFKJsC,Submarino,"Sem preço","Sem avaliação",2019-03-29
647,xPo4sVvFKJsC,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
648,xPo4sVvFKJsC,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
649,xPo4sVvFKJsC,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
650,xPo4sVvFKJsC,FNAC,"Sem preço","Sem avaliação",2019-03-29
651,xPo4sVvFKJsC,"Arte Editorial","Sem preço","Sem avaliação",2019-03-29
652,O7fIBgAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
653,O7fIBgAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
654,O7fIBgAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
655,O7fIBgAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
656,O7fIBgAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
657,O7fIBgAAQBAJ,Lulu.com,"Sem preço","Sem avaliação",2019-03-29
658,eyuDDwAAQBAJ,Submarino,"Sem preço","Sem avaliação",2019-03-29
659,eyuDDwAAQBAJ,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
660,eyuDDwAAQBAJ,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
661,eyuDDwAAQBAJ,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
662,eyuDDwAAQBAJ,FNAC,"Sem preço","Sem avaliação",2019-03-29
663,DIX7HkDKIuQC,Submarino,"27,12","Sem avaliação",2019-03-29
664,DIX7HkDKIuQC,Amazon.com.br,"27,90","Sem avaliação",2019-03-29
665,DIX7HkDKIuQC,Americanas.com,"27,12","Sem avaliação",2019-03-29
666,DIX7HkDKIuQC,"Estante Virtual","21,90","Sem avaliação",2019-03-29
667,DIX7HkDKIuQC,Submarino,"Sem preço","Sem avaliação",2019-03-29
668,DIX7HkDKIuQC,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
669,DIX7HkDKIuQC,"Livraria Nobel","Sem preço","Sem avaliação",2019-03-29
670,DIX7HkDKIuQC,"Livraria Cultura","Sem preço","Sem avaliação",2019-03-29
671,DIX7HkDKIuQC,FNAC,"Sem preço","Sem avaliação",2019-03-29
672,DIX7HkDKIuQC,"Petit Editora e Distribuidor","Sem preço","Sem avaliação",2019-03-29
673,pw4jl3AZd5YC,Submarino,"Sem preço","Sem avaliação",2019-03-29
674,pw4jl3AZd5YC,"Livraria Saraiva","Sem preço","Sem avaliação",2019-03-29
