idSalesFact,ReferenceDate,BookCode,SalesCount,LeastPrice,MaximumPrice,AveragePrice,CategoryCode
16340,201010,9788539000760,20,19.90,51.90,31.90,3
16341,201010,9788537802748,21,29.63,48.90,36.86,3
16342,201010,9788535911121,23,20.00,48.90,35.91,3
16343,201010,9788535215243,2,103.90,47.90,75.00,3
16344,201010,9788535215243,2,103.90,47.90,75.00,3
16345,201010,9788535215243,2,103.90,47.90,75.00,3
16346,201010,9788535206234,3,47.20,79.90,68.33,3
16347,201010,9788525048950,21,14.90,52.21,24.71,3
16348,201010,9788525048950,21,14.90,52.21,24.71,2
16349,201010,9788525048400,21,14.90,52.21,24.71,2
16350,201010,9788522009770,21,14.90,52.21,24.71,2
16351,201010,9788522009770,5,20.00,9.98,20.20,2
16352,201010,9788522005239,10,17.52,8.50,19.50,2
16353,201010,9788520924099,14,20.00,39.90,29.57,3
16354,201010,9788520924099,14,20.00,39.90,29.57,3
16355,201010,9788506061138,14,20.00,39.90,29.57,3
16356,201010,9788506061138,14,20.00,39.90,29.57,3
16357,201010,9788502098305,22,23.00,91.90,46.45,3
16358,201010,9788502066922,13,18.95,26.90,22.69,3
16359,201010,9788501088970,16,103.92,92.84,92.63,3
16360,201011,9788599296851,18,29.00,70.90,52.06,1
16361,201011,9788599296851,18,29.00,70.90,52.06,1
16362,201011,9788599296554,22,12.00,59.90,44.36,1
16363,201011,9788599296363,24,10.00,9.90,31.63,1
16364,201011,9788599296363,24,10.00,9.90,31.63,1
16365,201011,9788598078946,24,10.00,9.90,31.63,1
16366,201011,9788598078939,24,10.00,9.90,31.63,1
16367,201011,9788598078588,4,10.98,18.90,16.00,1
16368,201011,9788598078465,19,35.60,56.90,42.53,1
16369,201011,9788598078397,1,30.00,30.00,30.00,1
16370,201011,9788598078397,1,30.00,30.00,30.00,1
16371,201011,9788579271076,17,25.39,9.90,27.12,1
16372,201011,9788578310431,1,14.90,14.90,14.00,1
16373,201011,9788576860761,21,13.50,64.90,44.90,1
16374,201011,9788576844778,8,18.18,9.90,13.88,1
16375,201011,9788576840626,18,47.90,60.29,54.72,1
16376,201011,9788576832294,22,19.90,52.90,35.77,1
16377,201011,9788576831952,20,19.90,46.90,31.90,1
16378,201011,9788576831303,21,19.90,52.90,34.24,1
16379,201011,9788576766308,20,36.00,52.90,42.90,1
16380,201011,9788576761730,18,23.60,7.00,26.00,1
16381,201011,9788576654636,24,19.74,37.90,27.92,1
16382,201011,9788576653202,10,17.90,47.90,32.10,1
16383,201011,9788576653202,10,17.90,47.90,32.10,3
16384,201011,9788575425114,10,17.90,47.90,32.10,3
16385,201011,9788575424889,10,17.90,47.90,32.10,3
16386,201011,9788575424889,10,17.90,47.90,32.10,2
16387,201011,9788575424889,10,17.90,47.90,32.10,2
16388,201011,9788575424889,10,17.90,47.90,32.10,2
16389,201011,9788575424889,1,9.70,9.70,9.00,2
16390,201011,9788575424889,1,9.70,9.70,9.00,2
16391,201011,9788575424162,22,15.92,39.90,30.45,2
16392,201011,9788575424100,2,10.00,29.00,19.50,2
16393,201011,9788575423929,8,34.93,59.90,50.25,2
16394,201011,9788575422397,20,23.62,43.90,31.75,2
16395,201011,9788575422106,20,23.62,43.90,31.75,2
16396,201011,9788575421826,21,25.00,46.90,36.10,2
16397,201011,9788575421024,22,14.90,43.90,30.05,2
16398,201011,9788575420270,23,22.40,78.49,36.30,2
16399,201011,9788575037560,1,162.00,162.00,162.00,2
16400,201011,9788573516814,1,162.00,162.00,162.00,2
16401,201011,9788573126525,1,19.90,19.90,19.00,2
16402,201011,9788573029161,1,19.90,19.90,19.00,2
16403,201011,9788573029161,1,19.90,19.90,19.00,2
16404,201011,9788573028928,1,19.90,19.90,19.00,2
16405,201011,9788573028928,1,19.90,19.90,19.00,3
16406,201011,9788573028928,1,19.90,19.90,19.00,3
16407,201011,9788573028928,1,19.90,19.90,19.00,3
16408,201011,9788563219145,2,20.90,44.90,32.00,3
16409,201011,9788563219077,2,19.90,9.90,14.00,1
16410,201011,9788563219077,2,19.90,9.90,14.00,1
16411,201011,9788563219022,2,19.90,9.90,14.00,1
16412,201011,9788563219022,2,19.90,9.90,14.00,1
16413,201011,9788563066251,2,24.00,32.89,28.00,1
16414,201011,9788563066138,2,24.00,32.89,28.00,1
16415,201011,9788562936173,1,199.99,199.99,199.00,1
16416,201011,9788562936067,11,22.90,9.90,32.00,1
16417,201011,9788561411039,17,200.38,99.22,68.29,1
16418,201011,9788560018000,24,18.50,59.92,36.67,1
16419,201011,9788560018000,22,18.50,59.92,35.50,1
16420,201011,9788539001125,9,20.00,6.99,21.22,1
16421,201011,9788539001125,9,20.00,6.99,21.22,1
16422,201011,9788539000760,20,19.90,51.90,31.90,1
16423,201011,9788539000760,20,19.90,51.90,31.90,3
16424,201011,9788537802748,21,29.63,48.90,36.86,3
16425,201011,9788535911121,23,20.00,48.90,35.91,3
16426,201011,9788535238693,20,108.79,98.90,82.10,3
16427,201011,9788535238693,20,108.79,98.90,82.10,3
16428,201011,9788535215243,2,103.90,47.90,75.00,3
16429,201011,9788535215243,2,103.90,47.90,75.00,3
16430,201011,9788535215243,2,103.90,47.90,75.00,3
16431,201011,9788535206234,3,47.20,79.90,68.33,3
16432,201011,9788532635792,22,12.00,34.90,23.77,3
16433,201011,9788525048950,21,14.90,52.21,24.71,2
16434,201011,9788525048950,21,14.90,52.21,24.71,2
16435,201011,9788522005239,10,17.52,8.50,19.50,4
16436,201011,9788522005239,10,17.52,8.50,19.50,4
16437,201011,9788520924822,8,22.71,39.90,32.13,4
16438,201011,9788520924099,14,20.00,39.90,29.57,4
16439,201011,9788520924099,14,20.00,39.90,29.57,3
16440,201011,9788506061138,14,20.00,39.90,29.57,3
16441,201011,9788506061138,14,20.00,39.90,29.57,3
16442,201011,9788502098305,22,23.00,91.90,46.45,3
16443,201011,8501090999,22,23.00,91.90,46.45,1
16444,201011,8501090999,22,23.00,91.90,46.45,1
16445,201011,8501090999,22,23.00,91.90,46.45,1
16446,201011,8501090999,22,23.00,91.90,46.45,1
16447,201011,8501090999,22,23.00,91.90,46.45,1
16448,201011,8501090999,22,23.00,91.90,46.45,1
16449,201011,8501090999,22,23.00,91.90,46.45,1
16450,201011,8501090999,22,23.00,91.90,46.45,1
16451,201011,8501090999,22,23.00,91.90,46.45,1
16452,201011,8501090999,22,23.00,91.90,46.45,1
16453,201011,8501090999,12,39.80,47.90,45.33,1
16454,201011,8501090999,12,39.80,47.90,45.33,1
16455,201012,9788599296851,18,29.00,70.90,52.06,1
16456,201012,9788599296554,22,12.00,59.90,44.36,1
16457,201012,9788599296363,24,10.00,9.90,31.63,1
16458,201012,9788599296363,24,10.00,9.90,31.63,1
16459,201012,9788598078946,24,10.00,9.90,31.63,5
16460,201012,9788598078946,24,10.00,9.90,31.63,5
16461,201012,9788598078588,4,10.98,18.90,16.00,5
16462,201012,9788598078465,19,35.60,56.90,42.53,5
16463,201012,9788598078397,1,30.00,30.00,30.00,5
16464,201012,9788598078397,1,30.00,30.00,30.00,5
16465,201012,9788579800511,20,17.88,35.90,23.35,5
16466,201012,9788579271076,17,25.39,9.90,27.12,5
16467,201012,9788578310431,1,14.90,14.90,14.00,5
16468,201012,9788578270698,1,14.90,14.90,14.00,5
16469,201012,9788577220274,1,14.90,14.90,14.00,5
16470,201012,9788576861034,19,23.90,48.90,31.53,5
16471,201012,9788576860761,21,13.50,64.90,44.90,1
16472,201012,9788576860761,21,13.50,64.90,44.90,1
16473,201012,9788576840626,18,47.90,60.29,54.72,1
16474,201012,9788576832294,22,19.90,52.90,35.77,1
16475,201012,9788576831952,20,19.90,46.90,31.90,1
16476,201012,9788576831303,21,19.90,52.90,34.24,1
16477,201012,9788576770985,21,19.90,52.90,34.24,1
16478,201012,9788576770985,21,19.90,52.90,34.24,1
16479,201012,9788576766308,20,36.00,52.90,42.90,1
16480,201012,9788576761730,18,23.60,7.00,26.00,1
16481,201012,9788576654636,24,19.74,37.90,27.92,1
16482,201012,9788576653202,10,17.90,47.90,32.10,3
16483,201012,9788576653202,10,17.90,47.90,32.10,3
16484,201012,9788575426227,11,19.92,9.90,15.09,3
16485,201012,9788575425114,11,19.92,9.90,15.09,3
16486,201012,9788575424889,11,19.92,9.90,15.09,3
16487,201012,9788575424889,1,9.70,9.70,9.00,3
16488,201012,9788575424889,1,9.70,9.70,9.00,3
16489,201012,9788575424834,20,17.49,51.90,36.70,3
16490,201012,9788575424483,22,18.90,51.90,37.73,3
16491,201012,9788575424100,2,10.00,29.00,19.50,3
16492,201012,9788575423929,8,34.93,59.90,50.25,3
16493,201012,9788575422427,21,10.00,39.90,28.48,3
16494,201012,9788575422397,20,23.62,43.90,31.75,3
16495,201012,9788575422106,20,23.62,43.90,31.75,3
16496,201012,9788575421024,22,14.90,43.90,30.05,3
16497,201012,9788573516814,22,14.90,43.90,30.05,3
16498,201012,9788573126525,1,19.90,19.90,19.00,3
16499,201012,9788573125696,2,24.90,9.90,16.50,3
16500,201012,9788573029161,2,24.90,9.90,16.50,3
16501,201012,9788573029161,2,24.90,9.90,16.50,3
16502,201012,9788573028928,2,24.90,9.90,16.50,3
16503,201012,9788573028928,2,24.90,9.90,16.50,3
16504,201012,9788573028928,2,24.90,9.90,16.50,3
16505,201012,9788573028928,2,24.90,9.90,16.50,3
16506,201012,9788563219206,2,14.99,20.00,17.00,1
16507,201012,9788563219206,2,14.99,20.00,17.00,1
16508,201012,9788563219077,2,19.90,9.90,14.00,1
16509,201012,9788563219077,2,19.90,9.90,14.00,1
16510,201012,9788563219022,2,19.90,9.90,14.00,1
16511,201012,9788563219022,2,19.90,9.90,14.00,1
16512,201012,9788563066299,1,27.23,27.23,27.00,1
16513,201012,9788563066251,2,24.00,32.89,28.00,1
16514,201012,9788563066138,2,24.00,32.89,28.00,1
16515,201012,9788562936067,11,22.90,9.90,32.00,3
16516,201012,9788562936067,11,22.90,9.90,32.00,3
16517,201012,9788560018000,22,18.50,59.92,35.50,3
16518,201012,9788560018000,24,18.50,59.92,36.67,3
16519,201012,9788539001125,9,20.00,6.99,21.22,3
16520,201012,9788539000760,20,19.90,51.90,31.90,3
16521,201012,9788539000760,20,19.90,51.90,31.90,3
16522,201012,9788535215243,2,103.90,47.90,75.00,3
16523,201012,9788535215243,2,103.90,47.90,75.00,3
16524,201012,9788535215243,2,103.90,47.90,75.00,3
16525,201012,9788535206234,3,47.20,79.90,68.33,3
16526,201012,9788532635792,22,12.00,34.90,23.77,3
16527,201012,9788532526076,1,12.00,12.00,12.00,3
16528,201012,9788532526076,1,12.00,12.00,12.00,3
16529,201012,9788525048950,21,14.90,52.21,24.71,2
16530,201012,9788525048950,21,14.90,52.21,24.71,2
16531,201012,9788522012305,1,24.90,24.90,24.00,2
16532,201012,9788522009770,5,20.00,9.98,20.20,2
16533,201012,9788522009770,5,20.00,9.98,20.20,2
16534,201012,9788522005239,10,17.52,8.50,19.50,2
16535,201012,9788520924822,8,22.71,39.90,32.13,2
16536,201012,9788520924822,8,22.71,39.90,32.13,1
16537,201012,9788520924099,14,20.00,39.90,29.57,1
16538,201012,9788520924099,14,20.00,39.90,29.57,3
16539,201012,9788506061138,14,20.00,39.90,29.57,3
16540,201012,9788506061138,14,20.00,39.90,29.57,3
16541,201012,9788502098305,22,23.00,91.90,46.45,3
16542,201012,8501090999,22,23.00,91.90,46.45,3
16543,201012,8501090999,22,23.00,91.90,46.45,3
16544,201012,8501090999,12,39.80,47.90,45.33,3
16545,201012,8501090999,12,39.80,47.90,45.33,3
16546,201012,8501090999,12,39.80,47.90,45.33,3
16547,201012,8501090999,12,39.80,47.90,45.33,3
16548,201101,9788599296851,18,29.00,70.90,52.06,3
16549,201101,9788599296554,22,12.00,59.90,44.36,3
16550,201101,9788599296363,24,10.00,9.90,31.63,3
16551,201101,9788599296363,24,10.00,9.90,31.63,1
16552,201101,9788598254036,1,55.00,55.00,55.00,1
16553,201101,9788598078946,1,55.00,55.00,55.00,1
16554,201101,9788598078946,1,55.00,55.00,55.00,5
16555,201101,9788598078588,4,10.98,18.90,16.00,5
16556,201101,9788598078465,19,35.60,56.90,42.53,1
16557,201101,9788598078465,19,35.60,56.90,42.53,1
16558,201101,9788598078397,1,30.00,30.00,30.00,1
16559,201101,9788598078397,1,30.00,30.00,30.00,1
16560,201101,9788579271076,17,25.39,9.90,27.12,1
16561,201101,9788578310431,1,14.90,14.90,14.00,1
16562,201101,9788578270698,1,14.90,14.90,14.00,1
16563,201101,9788577221530,17,15.00,43.00,33.29,1
16564,201101,9788576861034,19,23.90,48.90,31.53,1
16565,201101,9788576860761,21,13.50,64.90,44.90,1
16566,201101,9788576860761,21,13.50,64.90,44.90,1
16567,201101,9788576844778,8,18.18,9.90,13.88,1
16568,201101,9788576840626,18,47.90,60.29,54.72,1
16569,201101,9788576832294,22,19.90,52.90,35.77,1
16570,201101,9788576831952,20,19.90,46.90,31.90,1
16571,201101,9788576831303,21,19.90,52.90,34.24,1
16572,201101,9788576766308,20,36.00,52.90,42.90,1
16573,201101,9788576761730,18,23.60,7.00,26.00,1
16574,201101,9788576654636,24,19.74,37.90,27.92,1
16575,201101,9788576653202,10,17.90,47.90,32.10,3
16576,201101,9788576653202,10,17.90,47.90,32.10,3
16577,201101,9788575426241,10,27.93,7.01,30.40,3
16578,201101,9788575426227,11,19.92,9.90,15.09,3
16579,201101,9788575425114,11,19.92,9.90,15.09,3
16580,201101,9788575424889,11,19.92,9.90,15.09,3
16581,201101,9788575424889,11,19.92,9.90,15.09,2
16582,201101,9788575424889,11,19.92,9.90,15.09,2
16583,201101,9788575424889,1,9.70,9.70,9.00,2
16584,201101,9788575424889,1,9.70,9.70,9.00,2
16585,201101,9788575424889,1,9.70,9.70,9.00,2
16586,201101,9788575424162,22,15.92,39.90,30.45,2
16587,201101,9788575424100,2,10.00,29.00,19.50,2
16588,201101,9788575423929,8,34.93,59.90,50.25,2
16589,201101,9788575422397,20,23.62,43.90,31.75,2
16590,201101,9788575422106,20,23.62,43.90,31.75,2
16591,201101,9788575421826,21,25.00,46.90,36.10,2
16592,201101,9788575421024,22,14.90,43.90,30.05,2
16593,201101,9788575420270,23,22.40,78.49,36.30,2
16594,201101,9788573516814,23,22.40,78.49,36.30,2
16595,201101,9788573126525,1,19.90,19.90,19.00,2
16596,201101,9788573029161,1,19.90,19.90,19.00,2
16597,201101,9788573029161,1,19.90,19.90,19.00,2
16598,201101,9788573028928,1,19.90,19.90,19.00,3
16599,201101,9788573028928,1,19.90,19.90,19.00,3
16600,201101,9788573028928,1,19.90,19.90,19.00,3
16601,201101,9788573028928,1,19.90,19.90,19.00,3
16602,201101,9788563219206,2,14.99,20.00,17.00,1
16603,201101,9788563219206,2,14.99,20.00,17.00,1
16604,201101,9788563219183,1,9.00,9.00,9.00,1
16605,201101,9788563219145,2,20.90,44.90,32.00,1
16606,201101,9788563219077,2,19.90,9.90,14.00,1
16607,201101,9788563219077,2,19.90,9.90,14.00,1
16608,201101,9788563219022,2,19.90,9.90,14.00,1
16609,201101,9788563219022,2,19.90,9.90,14.00,1
16610,201101,9788563066251,2,24.00,32.89,28.00,1
16611,201101,9788563066169,8,14.29,9.90,15.88,1
16612,201101,9788563066138,8,14.29,9.90,15.88,1
16613,201101,9788562936067,11,22.90,9.90,32.00,1
16614,201101,9788560018000,24,18.50,59.92,36.67,1
16615,201101,9788560018000,22,18.50,59.92,35.50,1
16616,201101,9788539001125,9,20.00,6.99,21.22,1
16617,201101,9788539000760,20,19.90,51.90,31.90,1
16618,201101,9788539000760,20,19.90,51.90,31.90,3
16619,201101,9788535917581,21,108.90,94.90,81.52,3
16620,201101,9788535911121,23,20.00,48.90,35.91,3
16621,201101,9788535238693,20,108.79,98.90,82.10,3
16622,201101,9788535238693,20,108.79,98.90,82.10,3
16623,201101,9788535206234,3,47.20,79.90,68.33,3
16624,201101,9788532526076,1,12.00,12.00,12.00,3
16625,201101,9788525048950,21,14.90,52.21,24.71,3
16626,201101,9788525048950,21,14.90,52.21,24.71,2
16627,201101,9788522012305,1,24.90,24.90,24.00,2
16628,201101,9788522009770,5,20.00,9.98,20.20,2
16629,201101,9788522009770,5,20.00,9.98,20.20,2
16630,201101,9788522005239,10,17.52,8.50,19.50,2
16631,201101,9788522005239,10,17.52,8.50,19.50,4
16632,201101,9788520924822,8,22.71,39.90,32.13,4
16633,201101,9788520924822,8,22.71,39.90,32.13,1
16634,201101,9788520924099,14,20.00,39.90,29.57,3
16635,201101,9788520924099,14,20.00,39.90,29.57,3
16636,201101,9788506061138,14,20.00,39.90,29.57,3
16637,201101,9788506061138,14,20.00,39.90,29.57,3
16638,201101,8575426192,14,20.00,39.90,29.57,3
16639,201101,8501090999,14,20.00,39.90,29.57,1
16640,201101,8501090999,14,20.00,39.90,29.57,1
16641,201101,8501090999,14,20.00,39.90,29.57,1
16642,201101,8501090999,12,39.80,47.90,45.33,1
16643,201101,8501090999,12,39.80,47.90,45.33,1
16644,201101,8501090999,12,39.80,47.90,45.33,1
16645,201101,8501090999,12,39.80,47.90,45.33,1
16646,201101,8501090999,12,39.80,47.90,45.33,1
16647,201101,8501090999,12,39.80,47.90,45.33,1
16648,201101,8501090999,12,39.80,47.90,45.33,1
16649,201101,8501090999,12,39.80,47.90,45.33,1
16650,201101,8501090999,12,39.80,47.90,45.33,1
16651,201102,9788599296554,22,12.00,59.90,44.36,1
16652,201102,9788599296363,24,10.00,9.90,31.63,1
16653,201102,9788599296363,24,10.00,9.90,31.63,1
16654,201102,9788598254036,1,55.00,55.00,55.00,1
16655,201102,9788598078946,1,55.00,55.00,55.00,1
16656,201102,9788598078588,4,10.98,18.90,16.00,1
16657,201102,9788598078465,19,35.60,56.90,42.53,1
16658,201102,9788598078397,1,30.00,30.00,30.00,1
16659,201102,9788598078397,1,30.00,30.00,30.00,1
16660,201102,9788580570113,1,30.00,30.00,30.00,1
16661,201102,9788578310431,1,14.90,14.90,14.00,1
16662,201102,9788577221530,17,15.00,43.00,33.29,1
16663,201102,9788576861034,19,23.90,48.90,31.53,1
16664,201102,9788576860761,21,13.50,64.90,44.90,1
16665,201102,9788576844778,8,18.18,9.90,13.88,1
16666,201102,9788576832294,22,19.90,52.90,35.77,1
16667,201102,9788576831303,21,19.90,52.90,34.24,1
16668,201102,9788576766308,20,36.00,52.90,42.90,1
16669,201102,9788576761730,18,23.60,7.00,26.00,1
16670,201102,9788576654636,24,19.74,37.90,27.92,1
16671,201102,9788576653202,10,17.90,47.90,32.10,1
16672,201102,9788576653202,10,17.90,47.90,32.10,3
16673,201102,9788575426227,11,19.92,9.90,15.09,3
16674,201102,9788575425114,11,19.92,9.90,15.09,3
16675,201102,9788575424889,11,19.92,9.90,15.09,3
16676,201102,9788575424889,11,19.92,9.90,15.09,2
16677,201102,9788575424889,11,19.92,9.90,15.09,2
16678,201102,9788575424889,1,9.70,9.70,9.00,2
16679,201102,9788575424889,1,9.70,9.70,9.00,2
16680,201102,9788575424889,1,9.70,9.70,9.00,2
16681,201102,9788575424162,22,15.92,39.90,30.45,2
16682,201102,9788575424100,2,10.00,29.00,19.50,2
16683,201102,9788575423929,8,34.93,59.90,50.25,2
16684,201102,9788575423387,19,39.42,56.90,43.95,2
16685,201102,9788575422397,20,23.62,43.90,31.75,2
16686,201102,9788575422106,20,23.62,43.90,31.75,2
